 
Zone db temperature (degC)
For zone: room
 
#Time "Base case       ","U01 0.33        ","U01 0.60        ","U01 0.90        ","U01 1.37        ","U01 3.16        ","U01 0.89        ","U01-0.62        ","U01 1.30        ","M-C run:   9    ",
32.13020,9.0250,9.0434,9.0303,9.0341,9.0387,9.0455,9.0693,9.0385,9.0152,9.0444
32.14062,9.0074,9.0265,9.0129,9.0169,9.0216,9.0287,9.0535,9.0214,8.9972,9.0276
32.15104,8.9899,9.0097,8.9955,8.9997,9.0047,9.0120,9.0378,9.0044,8.9793,9.0109
32.16145,8.9724,8.9930,8.9783,8.9826,8.9878,8.9954,9.0222,8.9875,8.9614,8.9942
32.17187,8.9551,8.9764,8.9611,8.9656,8.9709,8.9788,9.0065,8.9706,8.9437,8.9776
32.18229,8.9377,8.9598,8.9440,8.9487,8.9541,8.9623,8.9909,8.9538,8.9260,8.9610
32.19270,8.9205,8.9432,8.9269,8.9317,8.9374,8.9458,8.9754,8.9371,8.9084,8.9444
32.20312,8.9033,8.9266,8.9099,8.9148,8.9206,8.9293,8.9598,8.9203,8.8908,8.9279
32.21354,8.8860,8.9100,8.8928,8.8979,8.9038,8.9127,8.9441,8.9035,8.8732,8.9113
32.22395,8.8683,8.8929,8.8752,8.8805,8.8866,8.8957,8.9280,8.8863,8.8551,8.8943
32.23437,8.8499,8.8752,8.8571,8.8624,8.8687,8.8781,8.9113,8.8684,8.8365,8.8766
32.24479,8.8310,8.8570,8.8384,8.8439,8.8503,8.8599,8.8939,8.8499,8.8172,8.8584
32.25520,8.8122,8.8387,8.8197,8.8253,8.8319,8.8418,8.8766,8.8315,8.7981,8.8402
32.26562,8.7945,8.8216,8.8021,8.8079,8.8146,8.8247,8.8604,8.8143,8.7801,8.8231
32.27604,8.7787,8.8064,8.7865,8.7924,8.7993,8.8096,8.8461,8.7989,8.7640,8.8079
32.28645,8.7645,8.7928,8.7725,8.7785,8.7855,8.7960,8.8333,8.7851,8.7495,8.7944
32.29687,8.7515,8.7803,8.7596,8.7657,8.7729,8.7836,8.8217,8.7725,8.7362,8.7819
32.30729,8.7390,8.7684,8.7473,8.7535,8.7608,8.7717,8.8105,8.7604,8.7234,8.7700
32.31770,8.7267,8.7566,8.7351,8.7415,8.7489,8.7600,8.7995,8.7485,8.7109,8.7583
32.32812,8.7148,8.7452,8.7233,8.7298,8.7373,8.7486,8.7888,8.7369,8.6987,8.7468
32.33854,8.7222,8.7530,8.7309,8.7374,8.7451,8.7566,8.7974,8.7447,8.7059,8.7547
32.34895,8.7573,8.7886,8.7661,8.7728,8.7805,8.7922,8.8336,8.7801,8.7408,8.7903
32.35937,8.7919,8.8234,8.8008,8.8075,8.8153,8.8270,8.8688,8.8149,8.7752,8.8252
32.36979,8.8160,8.8477,8.8249,8.8316,8.8395,8.8513,8.8934,8.8391,8.7992,8.8495
32.38020,8.8390,8.8710,8.8480,8.8548,8.8627,8.8746,8.9170,8.8623,8.8222,8.8727
32.39062,8.8635,8.8956,8.8725,8.8794,8.8873,8.8993,8.9419,8.8869,8.8465,8.8974
32.40104,8.8895,8.9218,8.8986,8.9054,8.9134,8.9255,8.9684,8.9130,8.8724,8.9236
32.41145,8.9171,8.9496,8.9262,8.9331,8.9412,8.9533,8.9964,8.9407,8.8999,8.9514
32.42187,8.9454,8.9781,8.9546,8.9615,8.9696,8.9818,9.0252,8.9692,8.9282,8.9799
32.43229,8.9732,9.0059,8.9823,8.9893,8.9974,9.0097,9.0532,8.9970,8.9559,9.0077
32.44270,9.0012,9.0340,9.0104,9.0173,9.0255,9.0377,9.0815,9.0250,8.9839,9.0358
32.45312,9.0301,9.0630,9.0393,9.0463,9.0545,9.0667,9.1106,9.0540,9.0128,9.0648
32.46354,9.0592,9.0920,9.0684,9.0754,9.0835,9.0958,9.1397,9.0831,9.0419,9.0938
32.47395,9.0884,9.1211,9.0975,9.1045,9.1126,9.1248,9.1687,9.1122,9.0712,9.1229
32.48437,9.1197,9.1522,9.1288,9.1357,9.1438,9.1560,9.1997,9.1434,9.1026,9.1540
32.49479,9.1535,9.1858,9.1625,9.1694,9.1774,9.1896,9.2331,9.1770,9.1365,9.1876
32.50520,9.2111,9.2432,9.2201,9.2269,9.2348,9.2469,9.2901,9.2344,9.1944,9.2449
32.51562,9.3063,9.3378,9.3151,9.3218,9.3296,9.3415,9.3843,9.3292,9.2898,9.3396
32.52604,9.4292,9.4601,9.4378,9.4444,9.4520,9.4637,9.5056,9.4516,9.4131,9.4618
32.53645,9.5740,9.6039,9.5823,9.5887,9.5961,9.6074,9.6483,9.5957,9.5585,9.6056
32.54687,9.6914,9.7202,9.6994,9.7055,9.7126,9.7235,9.7629,9.7123,9.6765,9.7218
32.55729,9.7380,9.7656,9.7457,9.7516,9.7584,9.7689,9.8068,9.7581,9.7238,9.7672
32.56770,9.7426,9.7691,9.7500,9.7556,9.7622,9.7722,9.8087,9.7618,9.7290,9.7706
32.57812,9.7287,9.7543,9.7358,9.7412,9.7476,9.7573,9.7929,9.7473,9.7155,9.7558
32.58854,9.7260,9.7509,9.7329,9.7382,9.7444,9.7539,9.7886,9.7441,9.7133,9.7524
32.59895,9.7660,9.7901,9.7727,9.7778,9.7838,9.7930,9.8270,9.7835,9.7537,9.7915
32.60937,9.8251,9.8484,9.8316,9.8364,9.8423,9.8511,9.8841,9.8419,9.8134,9.8497
32.61979,9.9005,9.9225,9.9065,9.9112,9.9167,9.9251,9.9567,9.9164,9.8896,9.9238
32.63020,9.9720,9.9924,9.9775,9.9818,9.9870,9.9948,10.0246,9.9867,9.9619,9.9936
32.64062,9.9940,10.0127,9.9991,10.0031,10.0078,10.0150,10.0428,10.0075,9.9849,10.0139
32.65104,9.9855,10.0024,9.9901,9.9936,9.9979,10.0045,10.0302,9.9977,9.9773,10.0035
32.66145,9.9686,9.9839,9.9728,9.9760,9.9798,9.9859,10.0096,9.9796,9.9615,9.9849
32.67187,9.9515,9.9652,9.9552,9.9580,9.9615,9.9669,9.9887,9.9613,9.9452,9.9660
32.68229,9.9460,9.9581,9.9492,9.9517,9.9548,9.9597,9.9796,9.9546,9.9406,9.9589
32.69270,9.9447,9.9551,9.9475,9.9496,9.9522,9.9565,9.9745,9.9521,9.9403,9.9558
32.70312,9.9441,9.9528,9.9464,9.9481,9.9503,9.9540,9.9698,9.9502,9.9407,9.9534
32.71354,9.9488,9.9556,9.9505,9.9519,9.9537,9.9566,9.9702,9.9535,9.9464,9.9561
32.72395,9.9569,9.9618,9.9581,9.9590,9.9603,9.9626,9.9738,9.9602,9.9556,9.9622
32.73437,9.9673,9.9703,9.9680,9.9685,9.9693,9.9709,9.9797,9.9693,9.9671,9.9706
32.74479,9.9798,9.9808,9.9799,9.9800,9.9803,9.9812,9.9875,9.9803,9.9806,9.9810
32.75520,9.9740,9.9730,9.9735,9.9732,9.9731,9.9732,9.9770,9.9730,9.9758,9.9732
32.76562,9.9461,9.9433,9.9452,9.9444,9.9439,9.9433,9.9447,9.9439,9.9489,9.9434
32.77604,9.9276,9.9231,9.9262,9.9251,9.9241,9.9229,9.9220,9.9241,9.9313,9.9231
32.78645,9.9220,9.9160,9.9202,9.9188,9.9174,9.9156,9.9127,9.9174,9.9265,9.9159
32.79687,9.9193,9.9118,9.9170,9.9153,9.9135,9.9112,9.9062,9.9136,9.9245,9.9116
32.80729,9.9183,9.9093,9.9157,9.9136,9.9115,9.9086,9.9017,9.9116,9.9243,9.9091
32.81770,9.9184,9.9081,9.9154,9.9130,9.9106,9.9072,9.8984,9.9107,9.9250,9.9077
32.82812,9.9198,9.9083,9.9165,9.9139,9.9111,9.9072,9.8966,9.9112,9.9271,9.9078
32.83854,9.9220,9.9093,9.9184,9.9155,9.9125,9.9082,9.8958,9.9126,9.9299,9.9088
32.84895,9.9249,9.9112,9.9210,9.9179,9.9146,9.9099,9.8960,9.9147,9.9333,9.9106
32.85937,9.9283,9.9135,9.9241,9.9208,9.9172,9.9121,9.8967,9.9174,9.9371,9.9129
32.86979,9.9321,9.9165,9.9277,9.9242,9.9204,9.9149,9.8982,9.9206,9.9414,9.9158
32.88020,9.9363,9.9199,9.9317,9.9280,9.9241,9.9183,9.9003,9.9242,9.9459,9.9192
32.89062,9.9404,9.9233,9.9356,9.9318,9.9277,9.9216,9.9025,9.9278,9.9503,9.9226
32.90104,9.9436,9.9259,9.9386,9.9347,9.9304,9.9241,9.9040,9.9306,9.9538,9.9251
32.91145,9.9457,9.9276,9.9407,9.9367,9.9322,9.9258,9.9047,9.9324,9.9562,9.9268
32.92187,9.9474,9.9288,9.9422,9.9381,9.9336,9.9269,9.9051,9.9338,9.9580,9.9280
32.93229,9.9491,9.9301,9.9438,9.9396,9.9350,9.9282,9.9058,9.9352,9.9598,9.9293
32.94270,9.9509,9.9317,9.9456,9.9413,9.9367,9.9297,9.9067,9.9369,9.9617,9.9308
32.95312,9.9527,9.9334,9.9474,9.9431,9.9384,9.9314,9.9079,9.9386,9.9636,9.9325
32.96354,9.9545,9.9350,9.9491,9.9448,9.9401,9.9330,9.9091,9.9403,9.9654,9.9341
32.97395,9.9562,9.9365,9.9508,9.9464,9.9417,9.9345,9.9103,9.9419,9.9670,9.9357
32.98437,9.9576,9.9380,9.9523,9.9479,9.9431,9.9360,9.9115,9.9433,9.9685,9.9371
32.99479,9.9589,9.9393,9.9536,9.9493,9.9445,9.9373,9.9127,9.9447,9.9698,9.9384
 
33.00520,9.9601,9.9405,9.9547,9.9504,9.9457,9.9385,9.9138,9.9458,9.9708,9.9396
33.01562,9.9611,9.9416,9.9558,9.9515,9.9467,9.9396,9.9149,9.9469,9.9717,9.9407
33.02604,9.9623,9.9430,9.9570,9.9528,9.9480,9.9409,9.9163,9.9482,9.9728,9.9421
33.03645,9.9637,9.9446,9.9585,9.9543,9.9497,9.9426,9.9180,9.9499,9.9741,9.9437
33.04687,9.9652,9.9463,9.9601,9.9559,9.9513,9.9443,9.9198,9.9515,9.9754,9.9454
33.05729,9.9663,9.9476,9.9612,9.9571,9.9526,9.9457,9.9214,9.9528,9.9764,9.9468
33.06770,9.9670,9.9486,9.9621,9.9580,9.9535,9.9467,9.9226,9.9537,9.9770,9.9478
33.07812,9.9675,9.9494,9.9626,9.9586,9.9542,9.9475,9.9237,9.9544,9.9772,9.9486
33.08854,9.9678,9.9501,9.9631,9.9591,9.9548,9.9482,9.9247,9.9550,9.9774,9.9492
33.09895,9.9685,9.9511,9.9638,9.9600,9.9557,9.9492,9.9260,9.9559,9.9779,9.9503
33.10937,9.9697,9.9526,9.9651,9.9614,9.9572,9.9508,9.9280,9.9573,9.9789,9.9518
33.11979,9.9714,9.9546,9.9669,9.9632,9.9591,9.9528,9.9304,9.9593,9.9803,9.9538
33.13020,9.9732,9.9568,9.9688,9.9652,9.9612,9.9551,9.9330,9.9614,9.9820,9.9561
33.14062,9.9748,9.9588,9.9706,9.9670,9.9631,9.9571,9.9354,9.9633,9.9834,9.9581
33.15104,9.9761,9.9604,9.9719,9.9684,9.9646,9.9587,9.9374,9.9647,9.9844,9.9597
33.16145,9.9770,9.9616,9.9729,9.9695,9.9658,9.9600,9.9392,9.9659,9.9851,9.9609
33.17187,9.9777,9.9627,9.9737,9.9704,9.9668,9.9612,9.9407,9.9669,9.9856,9.9621
33.18229,9.9783,9.9637,9.9744,9.9712,9.9676,9.9621,9.9421,9.9678,9.9860,9.9630
33.19270,9.9787,9.9645,9.9750,9.9718,9.9683,9.9630,9.9434,9.9685,9.9862,9.9639
33.20312,9.9791,9.9652,9.9754,9.9723,9.9690,9.9637,9.9446,9.9691,9.9863,9.9646
33.21354,9.9792,9.9657,9.9756,9.9726,9.9693,9.9642,9.9455,9.9695,9.9863,9.9650
33.22395,9.9787,9.9655,9.9752,9.9723,9.9691,9.9641,9.9458,9.9692,9.9856,9.9649
33.23437,9.9775,9.9646,9.9741,9.9713,9.9681,9.9633,9.9454,9.9683,9.9842,9.9641
33.24479,9.9756,9.9631,9.9724,9.9696,9.9665,9.9618,9.9443,9.9667,9.9822,9.9626
33.25520,9.9735,9.9613,9.9703,9.9676,9.9646,9.9600,9.9429,9.9647,9.9799,9.9607
33.26562,9.9714,9.9595,9.9683,9.9656,9.9627,9.9582,9.9415,9.9628,9.9776,9.9589
33.27604,9.9696,9.9580,9.9665,9.9640,9.9611,9.9567,9.9404,9.9612,9.9756,9.9574
33.28645,9.9679,9.9566,9.9650,9.9625,9.9597,9.9554,9.9395,9.9598,9.9739,9.9561
33.29687,9.9666,9.9555,9.9637,9.9613,9.9586,9.9544,9.9388,9.9587,9.9723,9.9551
33.30729,9.9658,9.9550,9.9630,9.9606,9.9580,9.9539,9.9387,9.9581,9.9714,9.9546
33.31770,9.9658,9.9553,9.9630,9.9607,9.9581,9.9542,9.9393,9.9582,9.9712,9.9548
33.32812,9.9664,9.9561,9.9637,9.9615,9.9590,9.9551,9.9405,9.9590,9.9717,9.9557
33.33854,9.9864,9.9764,9.9839,9.9816,9.9792,9.9754,9.9611,9.9793,9.9917,9.9760
33.34895,10.0334,10.0236,10.0309,10.0287,10.0263,10.0225,10.0085,10.0264,10.0385,10.0232
33.35937,10.0780,10.0683,10.0755,10.0733,10.0709,10.0672,10.0533,10.0710,10.0830,10.0678
33.36979,10.1111,10.1014,10.1086,10.1065,10.1041,10.1004,10.0865,10.1042,10.1161,10.1010
33.38020,10.1429,10.1332,10.1404,10.1382,10.1359,10.1322,10.1182,10.1359,10.1479,10.1328
33.39062,10.1764,10.1668,10.1739,10.1718,10.1694,10.1657,10.1518,10.1695,10.1814,10.1663
33.40104,10.2118,10.2023,10.2094,10.2072,10.2049,10.2012,10.1874,10.2050,10.2167,10.2018
33.41145,10.2486,10.2391,10.2462,10.2441,10.2418,10.2381,10.2244,10.2419,10.2535,10.2387
33.42187,10.2863,10.2769,10.2839,10.2819,10.2796,10.2760,10.2623,10.2796,10.2912,10.2765
33.43229,10.3239,10.3146,10.3216,10.3195,10.3172,10.3136,10.3000,10.3173,10.3287,10.3142
33.44270,10.3622,10.3530,10.3598,10.3578,10.3555,10.3520,10.3384,10.3556,10.3670,10.3526
33.45312,10.4018,10.3926,10.3994,10.3974,10.3951,10.3916,10.3780,10.3952,10.4065,10.3922
33.46354,10.4409,10.4317,10.4386,10.4365,10.4343,10.4307,10.4172,10.4344,10.4457,10.4313
33.47395,10.4779,10.4687,10.4755,10.4735,10.4712,10.4677,10.4541,10.4713,10.4826,10.4683
33.48437,10.5138,10.5045,10.5114,10.5093,10.5070,10.5035,10.4899,10.5071,10.5186,10.5041
33.49479,10.5496,10.5402,10.5472,10.5451,10.5428,10.5392,10.5255,10.5429,10.5544,10.5398
33.50520,10.5844,10.5749,10.5819,10.5798,10.5775,10.5739,10.5601,10.5776,10.5893,10.5745
33.51562,10.6176,10.6079,10.6151,10.6130,10.6106,10.6069,10.5929,10.6107,10.6227,10.6075
33.52604,10.6506,10.6407,10.6481,10.6459,10.6434,10.6397,10.6255,10.6435,10.6558,10.6403
33.53645,10.6841,10.6739,10.6814,10.6792,10.6767,10.6728,10.6583,10.6768,10.6895,10.6734
33.54687,10.7162,10.7056,10.7134,10.7111,10.7085,10.7045,10.6896,10.7086,10.7218,10.7052
33.55729,10.7452,10.7343,10.7424,10.7399,10.7373,10.7331,10.7178,10.7374,10.7511,10.7338
33.56770,10.7721,10.7607,10.7691,10.7666,10.7638,10.7595,10.7437,10.7639,10.7782,10.7602
33.57812,10.7978,10.7858,10.7946,10.7920,10.7891,10.7846,10.7682,10.7892,10.8042,10.7853
33.58854,10.8214,10.8089,10.8181,10.8153,10.8122,10.8076,10.7906,10.8124,10.8281,10.8083
33.59895,10.8422,10.8291,10.8387,10.8359,10.8327,10.8278,10.8101,10.8328,10.8493,10.8286
33.60937,10.8611,10.8474,10.8574,10.8544,10.8511,10.8459,10.8275,10.8512,10.8685,10.8468
33.61979,10.8787,10.8643,10.8749,10.8717,10.8682,10.8628,10.8436,10.8683,10.8866,10.8637
33.63020,10.8939,10.8788,10.8898,10.8865,10.8828,10.8772,10.8571,10.8829,10.9021,10.8781
33.64062,10.9056,10.8897,10.9013,10.8978,10.8940,10.8881,10.8672,10.8941,10.9142,10.8890
33.65104,10.9154,10.8987,10.9109,10.9072,10.9032,10.8970,10.8752,10.9033,10.9244,10.8980
33.66145,10.9233,10.9059,10.9186,10.9148,10.9106,10.9041,10.8814,10.9107,10.9329,10.9052
33.67187,10.9307,10.9125,10.9257,10.9217,10.9173,10.9106,10.8869,10.9175,10.9406,10.9116
33.68229,10.9395,10.9205,10.9343,10.9302,10.9255,10.9185,10.8939,10.9257,10.9499,10.9197
33.69270,10.9484,10.9287,10.9431,10.9387,10.9339,10.9266,10.9009,10.9341,10.9592,10.9278
33.70312,10.9575,10.9370,10.9519,10.9474,10.9424,10.9348,10.9081,10.9426,10.9688,10.9360
33.71354,10.9684,10.9470,10.9626,10.9579,10.9527,10.9448,10.9171,10.9529,10.9801,10.9461
33.72395,10.9798,10.9577,10.9738,10.9689,10.9635,10.9553,10.9266,10.9637,10.9919,10.9566
33.73437,10.9908,10.9679,10.9845,10.9795,10.9739,10.9654,10.9357,10.9741,11.0033,10.9668
33.74479,11.0015,10.9778,10.9950,10.9898,10.9840,10.9753,10.9446,10.9843,11.0144,10.9767
33.75520,10.9925,10.9681,10.9858,10.9805,10.9745,10.9655,10.9338,10.9748,11.0057,10.9670
33.76562,10.9613,10.9363,10.9545,10.9490,10.9429,10.9336,10.9011,10.9431,10.9749,10.9351
33.77604,10.9395,10.9140,10.9326,10.9270,10.9208,10.9113,10.8781,10.9210,10.9533,10.9128
33.78645,10.9305,10.9047,10.9235,10.9178,10.9115,10.9019,10.8681,10.9118,10.9445,10.9035
33.79687,10.9238,10.8976,10.9167,10.9110,10.9045,10.8948,10.8606,10.9048,10.9380,10.8964
33.80729,10.9177,10.8912,10.9105,10.9047,10.8982,10.8884,10.8536,10.8985,10.9321,10.8900
33.81770,10.9112,10.8844,10.9039,10.8980,10.8915,10.8815,10.8462,10.8917,10.9257,10.8831
33.82812,10.9049,10.8777,10.8975,10.8916,10.8849,10.8748,10.8391,10.8852,10.9195,10.8765
33.83854,10.8987,10.8713,10.8912,10.8852,10.8785,10.8683,10.8322,10.8788,10.9134,10.8700
33.84895,10.8931,10.8655,10.8856,10.8796,10.8728,10.8625,10.8260,10.8731,10.9079,10.8642
33.85937,10.8881,10.8604,10.8806,10.8745,10.8677,10.8574,10.8206,10.8680,10.9029,10.8591
33.86979,10.8837,10.8559,10.8761,10.8701,10.8632,10.8529,10.8158,10.8635,10.8985,10.8545
33.88020,10.8795,10.8516,10.8719,10.8659,10.8590,10.8486,10.8114,10.8593,10.8943,10.8503
33.89062,10.8755,10.8477,10.8680,10.8619,10.8551,10.8447,10.8073,10.8554,10.8903,10.8463
33.90104,10.8716,10.8439,10.8641,10.8581,10.8512,10.8408,10.8035,10.8515,10.8864,10.8425
33.91145,10.8678,10.8401,10.8603,10.8543,10.8475,10.8371,10.7998,10.8478,10.8825,10.8388
33.92187,10.8638,10.8363,10.8564,10.8504,10.8436,10.8333,10.7960,10.8439,10.8783,10.8350
33.93229,10.8593,10.8319,10.8519,10.8459,10.8392,10.8290,10.7918,10.8395,10.8737,10.8306
33.94270,10.8539,10.8269,10.8466,10.8408,10.8341,10.8239,10.7869,10.8344,10.8682,10.8256
33.95312,10.8480,10.8212,10.8408,10.8349,10.8283,10.8183,10.7815,10.8286,10.8620,10.8199
33.96354,10.8416,10.8151,10.8345,10.8287,10.8222,10.8122,10.7758,10.8225,10.8555,10.8138
33.97395,10.8352,10.8091,10.8282,10.8225,10.8161,10.8062,10.7702,10.8164,10.8488,10.8078
33.98437,10.8289,10.8032,10.8221,10.8165,10.8101,10.8004,10.7648,10.8104,10.8423,10.8020
33.99479,10.8228,10.7975,10.8160,10.8105,10.8043,10.7948,10.7596,10.8046,10.8359,10.7963
 
34.00520,10.8071,10.7823,10.8004,10.7950,10.7889,10.7795,10.7449,10.7892,10.8200,10.7811
34.01562,10.7788,10.7544,10.7723,10.7670,10.7610,10.7518,10.7176,10.7613,10.7914,10.7533
34.02604,10.7532,10.7294,10.7469,10.7417,10.7358,10.7268,10.6933,10.7361,10.7655,10.7283
34.03645,10.7344,10.7112,10.7282,10.7232,10.7175,10.7087,10.6759,10.7177,10.7463,10.7101
34.04687,10.7175,10.6950,10.7115,10.7066,10.7011,10.6925,10.6605,10.7013,10.7291,10.6939
34.05729,10.7013,10.6795,10.6956,10.6908,10.6854,10.6771,10.6459,10.6856,10.7126,10.6784
34.06770,10.6855,10.6643,10.6799,10.6753,10.6701,10.6620,10.6315,10.6703,10.6964,10.6633
34.07812,10.6702,10.6496,10.6648,10.6603,10.6552,10.6473,10.6176,10.6554,10.6807,10.6486
34.08854,10.6552,10.6352,10.6499,10.6456,10.6406,10.6330,10.6041,10.6409,10.6654,10.6342
34.09895,10.6405,10.6211,10.6354,10.6312,10.6264,10.6190,10.5909,10.6266,10.6503,10.6202
34.10937,10.6260,10.6073,10.6211,10.6171,10.6125,10.6053,10.5780,10.6126,10.6355,10.6064
34.11979,10.6118,10.5938,10.6071,10.6032,10.5987,10.5918,10.5653,10.5989,10.6209,10.5929
34.13020,10.5978,10.5804,10.5933,10.5895,10.5852,10.5785,10.5528,10.5854,10.6065,10.5796
34.14062,10.5839,10.5672,10.5796,10.5759,10.5718,10.5653,10.5405,10.5720,10.5923,10.5664
34.15104,10.5702,10.5541,10.5660,10.5625,10.5586,10.5524,10.5284,10.5587,10.5782,10.5534
34.16145,10.5566,10.5412,10.5526,10.5493,10.5455,10.5395,10.5164,10.5456,10.5642,10.5405
34.17187,10.5431,10.5284,10.5393,10.5361,10.5325,10.5268,10.5045,10.5326,10.5504,10.5277
34.18229,10.5297,10.5157,10.5262,10.5231,10.5196,10.5142,10.4927,10.5198,10.5367,10.5151
34.19270,10.5165,10.5031,10.5131,10.5102,10.5069,10.5017,10.4811,10.5070,10.5230,10.5025
34.20312,10.5033,10.4907,10.5001,10.4973,10.4942,10.4893,10.4695,10.4943,10.5095,10.4901
34.21354,10.4901,10.4781,10.4871,10.4845,10.4815,10.4768,10.4580,10.4816,10.4959,10.4776
34.22395,10.4765,10.4652,10.4736,10.4712,10.4684,10.4639,10.4459,10.4685,10.4819,10.4646
34.23437,10.4621,10.4515,10.4595,10.4572,10.4545,10.4503,10.4332,10.4546,10.4672,10.4510
34.24479,10.4472,10.4372,10.4447,10.4426,10.4401,10.4361,10.4199,10.4402,10.4519,10.4368
34.25520,10.4319,10.4226,10.4297,10.4276,10.4253,10.4216,10.4062,10.4254,10.4363,10.4222
34.26562,10.4167,10.4081,10.4147,10.4128,10.4106,10.4071,10.3927,10.4107,10.4207,10.4077
34.27604,10.4018,10.3939,10.4000,10.3982,10.3962,10.3930,10.3794,10.3963,10.4055,10.3935
34.28645,10.3872,10.3799,10.3855,10.3839,10.3821,10.3791,10.3664,10.3822,10.3906,10.3796
34.29687,10.3728,10.3662,10.3713,10.3698,10.3682,10.3654,10.3535,10.3682,10.3758,10.3659
34.30729,10.3585,10.3525,10.3572,10.3558,10.3543,10.3518,10.3408,10.3544,10.3611,10.3523
34.31770,10.3443,10.3389,10.3431,10.3419,10.3406,10.3383,10.3281,10.3406,10.3465,10.3387
34.32812,10.3301,10.3254,10.3291,10.3280,10.3269,10.3248,10.3155,10.3269,10.3320,10.3252
34.33854,10.3379,10.3338,10.3371,10.3362,10.3351,10.3333,10.3248,10.3352,10.3395,10.3337
34.34895,10.3761,10.3726,10.3755,10.3747,10.3738,10.3722,10.3644,10.3738,10.3775,10.3725
34.35937,10.4151,10.4120,10.4145,10.4138,10.4130,10.4116,10.4044,10.4130,10.4162,10.4119
34.36979,10.4477,10.4449,10.4472,10.4466,10.4459,10.4446,10.4378,10.4459,10.4485,10.4448
34.38020,10.4830,10.4805,10.4826,10.4820,10.4814,10.4803,10.4739,10.4814,10.4837,10.4805
34.39062,10.5235,10.5214,10.5232,10.5227,10.5222,10.5211,10.5152,10.5222,10.5240,10.5213
34.40104,10.5694,10.5676,10.5692,10.5688,10.5684,10.5674,10.5620,10.5684,10.5697,10.5676
34.41145,10.6198,10.6184,10.6197,10.6194,10.6190,10.6182,10.6132,10.6190,10.6200,10.6184
34.42187,10.6623,10.6612,10.6623,10.6620,10.6618,10.6611,10.6564,10.6617,10.6623,10.6612
34.43229,10.6865,10.6858,10.6866,10.6864,10.6862,10.6857,10.6814,10.6862,10.6863,10.6858
34.44270,10.7040,10.7036,10.7042,10.7041,10.7040,10.7036,10.6998,10.7040,10.7036,10.7037
34.45312,10.7206,10.7206,10.7209,10.7209,10.7209,10.7206,10.7174,10.7208,10.7199,10.7207
34.46354,10.7377,10.7382,10.7382,10.7382,10.7383,10.7383,10.7356,10.7383,10.7369,10.7383
34.47395,10.7591,10.7599,10.7596,10.7598,10.7600,10.7600,10.7580,10.7599,10.7581,10.7600
34.48437,10.7830,10.7842,10.7836,10.7838,10.7841,10.7843,10.7827,10.7841,10.7818,10.7843
34.49479,10.8087,10.8101,10.8094,10.8097,10.8100,10.8103,10.8091,10.8100,10.8075,10.8103
34.50520,10.8643,10.8658,10.8650,10.8652,10.8656,10.8659,10.8651,10.8656,10.8630,10.8659
34.51562,10.9790,10.9805,10.9797,10.9800,10.9803,10.9806,10.9798,10.9803,10.9778,10.9806
34.52604,11.1279,11.1290,11.1285,11.1287,11.1290,11.1292,11.1280,11.1289,11.1269,11.1292
34.53645,11.2984,11.2988,11.2988,11.2988,11.2989,11.2989,11.2969,11.2989,11.2977,11.2989
34.54687,11.4712,11.4707,11.4713,11.4712,11.4711,11.4707,11.4676,11.4710,11.4711,11.4708
34.55729,11.6075,11.6059,11.6074,11.6070,11.6066,11.6058,11.6013,11.6066,11.6080,11.6059
34.56770,11.7237,11.7210,11.7232,11.7226,11.7219,11.7207,11.7148,11.7219,11.7248,11.7209
34.57812,11.8333,11.8296,11.8326,11.8317,11.8308,11.8293,11.8220,11.8308,11.8350,11.8295
34.58854,11.9036,11.8989,11.9025,11.9015,11.9003,11.8984,11.8900,11.9003,11.9057,11.8987
34.59895,11.9209,11.9154,11.9196,11.9184,11.9170,11.9148,11.9053,11.9171,11.9236,11.9152
34.60937,11.9077,11.9014,11.9062,11.9048,11.9033,11.9008,11.8905,11.9033,11.9109,11.9012
34.61979,11.8670,11.8600,11.8653,11.8637,11.8620,11.8593,11.8484,11.8621,11.8706,11.8598
34.63020,11.8182,11.8106,11.8163,11.8146,11.8127,11.8098,11.7983,11.8128,11.8222,11.8103
34.64062,11.7818,11.7735,11.7797,11.7778,11.7758,11.7726,11.7606,11.7758,11.7862,11.7731
34.65104,11.7468,11.7376,11.7444,11.7424,11.7401,11.7367,11.7239,11.7402,11.7519,11.7373
34.66145,11.7105,11.7002,11.7078,11.7055,11.7030,11.6992,11.6853,11.7031,11.7162,11.6998
34.67187,11.6788,11.6671,11.6756,11.6730,11.6702,11.6659,11.6508,11.6703,11.6853,11.6666
34.68229,11.6545,11.6413,11.6510,11.6480,11.6448,11.6400,11.6232,11.6449,11.6620,11.6408
34.69270,11.6338,11.6189,11.6297,11.6264,11.6228,11.6174,11.5988,11.6229,11.6422,11.6183
34.70312,11.6144,11.5978,11.6098,11.6062,11.6021,11.5961,11.5754,11.6023,11.6239,11.5970
34.71354,11.5980,11.5795,11.5929,11.5888,11.5844,11.5777,11.5548,11.5845,11.6085,11.5787
34.72395,11.5856,11.5653,11.5800,11.5755,11.5706,11.5632,11.5381,11.5708,11.5971,11.5644
34.73437,11.5760,11.5539,11.5699,11.5650,11.5596,11.5516,11.5242,11.5599,11.5885,11.5529
34.74479,11.5681,11.5442,11.5615,11.5562,11.5504,11.5417,11.5121,11.5506,11.5815,11.5431
